Domain,Area,Emissions,Source,Year,Unit,Value
Emissions from Forests,World,CO2,Forestland,1990,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,1991,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,1992,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,1993,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,1994,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,1995,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,1996,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,1997,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,1998,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,1999,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,2000,kt,-3448167.213
Emissions from Forests,World,CO2,Forestland,2001,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2002,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2003,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2004,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2005,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2006,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2007,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2008,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2009,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2010,kt,-3148174.659
Emissions from Forests,World,CO2,Forestland,2011,kt,-3966552.558
Emissions from Forests,World,CO2,Forestland,2012,kt,-3966552.558
Emissions from Forests,World,CO2,Forestland,2013,kt,-3966552.558
Emissions from Forests,World,CO2,Forestland,2014,kt,-3966552.558
Emissions from Forests,World,CO2,Forestland,2015,kt,-3966552.558
Emissions from Forests,World,CO2,Forestland,2016,kt,-2636985.222
Emissions from Forests,World,CO2,Forestland,2017,kt,-2636985.222
Emissions from Forests,World,CO2,Forestland,2018,kt,-2636985.222
Emissions from Forests,World,CO2,Forestland,2019,kt,-2636985.222
Emissions from Forests,World,CO2,Forestland,2020,kt,-2636985.222
Emissions from Forests,World,CO2,Forestland,2021,kt,-2636985.222
Emissions from Forests,World,CO2,Forestland,2022,kt,-2636985.222
Emissions from Forests,World,CO2,Forestland,2023,kt,-2636985.222
Emissions from Forests,World,CO2,Net Forest conversion,1990,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,1991,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,1992,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,1993,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,1994,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,1995,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,1996,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,1997,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,1998,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,1999,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,2000,kt,4271167.148
Emissions from Forests,World,CO2,Net Forest conversion,2001,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2002,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2003,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2004,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2005,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2006,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2007,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2008,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2009,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2010,kt,3693381.752
Emissions from Forests,World,CO2,Net Forest conversion,2011,kt,3302172.287
Emissions from Forests,World,CO2,Net Forest conversion,2012,kt,3302172.287
Emissions from Forests,World,CO2,Net Forest conversion,2013,kt,3302172.287
Emissions from Forests,World,CO2,Net Forest conversion,2014,kt,3302172.287
Emissions from Forests,World,CO2,Net Forest conversion,2015,kt,3302172.287
Emissions from Forests,World,CO2,Net Forest conversion,2016,kt,2945052.567
Emissions from Forests,World,CO2,Net Forest conversion,2017,kt,2945052.567
Emissions from Forests,World,CO2,Net Forest conversion,2018,kt,2945052.567
Emissions from Forests,World,CO2,Net Forest conversion,2019,kt,2945052.567
Emissions from Forests,World,CO2,Net Forest conversion,2020,kt,2945052.567
Emissions from Forests,World,CO2,Net Forest conversion,2021,kt,2945052.567
Emissions from Forests,World,CO2,Net Forest conversion,2022,kt,2945052.567
Emissions from Forests,World,CO2,Net Forest conversion,2023,kt,2945052.567
Emissions from Forests,Africa,CO2,Forestland,1990,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,1991,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,1992,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,1993,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,1994,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,1995,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,1996,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,1997,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,1998,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,1999,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,2000,kt,-34288.0071
Emissions from Forests,Africa,CO2,Forestland,2001,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2002,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2003,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2004,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2005,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2006,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2007,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2008,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2009,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2010,kt,1392.6843
Emissions from Forests,Africa,CO2,Forestland,2011,kt,3825.6792
Emissions from Forests,Africa,CO2,Forestland,2012,kt,3825.6792
Emissions from Forests,Africa,CO2,Forestland,2013,kt,3825.6792
Emissions from Forests,Africa,CO2,Forestland,2014,kt,3825.6792
Emissions from Forests,Africa,CO2,Forestland,2015,kt,3825.6792
Emissions from Forests,Africa,CO2,Forestland,2016,kt,42921.2182
Emissions from Forests,Africa,CO2,Forestland,2017,kt,42921.2182
Emissions from Forests,Africa,CO2,Forestland,2018,kt,42921.2182
Emissions from Forests,Africa,CO2,Forestland,2019,kt,42921.2182
Emissions from Forests,Africa,CO2,Forestland,2020,kt,42921.2182
Emissions from Forests,Africa,CO2,Forestland,2021,kt,42921.2182
Emissions from Forests,Africa,CO2,Forestland,2022,kt,42921.2182
Emissions from Forests,Africa,CO2,Forestland,2023,kt,42921.2182
Emissions from Forests,Africa,CO2,Net Forest conversion,1990,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,1991,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,1992,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,1993,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,1994,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,1995,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,1996,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,1997,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,1998,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,1999,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,2000,kt,935252.7907
Emissions from Forests,Africa,CO2,Net Forest conversion,2001,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2002,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2003,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2004,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2005,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2006,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2007,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2008,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2009,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2010,kt,933724.6575
Emissions from Forests,Africa,CO2,Net Forest conversion,2011,kt,1139448.927
Emissions from Forests,Africa,CO2,Net Forest conversion,2012,kt,1139448.927
Emissions from Forests,Africa,CO2,Net Forest conversion,2013,kt,1139448.927
Emissions from Forests,Africa,CO2,Net Forest conversion,2014,kt,1139448.927
Emissions from Forests,Africa,CO2,Net Forest conversion,2015,kt,1139448.927
Emissions from Forests,Africa,CO2,Net Forest conversion,2016,kt,1140613.03
Emissions from Forests,Africa,CO2,Net Forest conversion,2017,kt,1140613.03
Emissions from Forests,Africa,CO2,Net Forest conversion,2018,kt,1140613.03
Emissions from Forests,Africa,CO2,Net Forest conversion,2019,kt,1140613.03
Emissions from Forests,Africa,CO2,Net Forest conversion,2020,kt,1140613.03
Emissions from Forests,Africa,CO2,Net Forest conversion,2021,kt,1140613.03
Emissions from Forests,Africa,CO2,Net Forest conversion,2022,kt,1140613.03
Emissions from Forests,Africa,CO2,Net Forest conversion,2023,kt,1140613.03
Emissions from Forests,Americas,CO2,Forestland,1990,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,1991,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,1992,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,1993,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,1994,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,1995,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,1996,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,1997,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,1998,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,1999,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,2000,kt,-1058494.115
Emissions from Forests,Americas,CO2,Forestland,2001,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2002,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2003,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2004,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2005,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2006,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2007,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2008,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2009,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2010,kt,-983141.0079
Emissions from Forests,Americas,CO2,Forestland,2011,kt,-1120333.102
Emissions from Forests,Americas,CO2,Forestland,2012,kt,-1120333.102
Emissions from Forests,Americas,CO2,Forestland,2013,kt,-1120333.102
Emissions from Forests,Americas,CO2,Forestland,2014,kt,-1120333.102
Emissions from Forests,Americas,CO2,Forestland,2015,kt,-1120333.102
Emissions from Forests,Americas,CO2,Forestland,2016,kt,-793134.1062
Emissions from Forests,Americas,CO2,Forestland,2017,kt,-793134.1062
Emissions from Forests,Americas,CO2,Forestland,2018,kt,-793134.1062
Emissions from Forests,Americas,CO2,Forestland,2019,kt,-793134.1062
Emissions from Forests,Americas,CO2,Forestland,2020,kt,-793134.1062
Emissions from Forests,Americas,CO2,Forestland,2021,kt,-793134.1062
Emissions from Forests,Americas,CO2,Forestland,2022,kt,-793134.1062
Emissions from Forests,Americas,CO2,Forestland,2023,kt,-793134.1062
Emissions from Forests,Americas,CO2,Net Forest conversion,1990,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,1991,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,1992,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,1993,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,1994,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,1995,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,1996,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,1997,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,1998,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,1999,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,2000,kt,2213064.805
Emissions from Forests,Americas,CO2,Net Forest conversion,2001,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2002,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2003,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2004,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2005,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2006,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2007,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2008,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2009,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2010,kt,2317195.868
Emissions from Forests,Americas,CO2,Net Forest conversion,2011,kt,1457067.353
Emissions from Forests,Americas,CO2,Net Forest conversion,2012,kt,1457067.353
Emissions from Forests,Americas,CO2,Net Forest conversion,2013,kt,1457067.353
Emissions from Forests,Americas,CO2,Net Forest conversion,2014,kt,1457067.353
Emissions from Forests,Americas,CO2,Net Forest conversion,2015,kt,1457067.353
Emissions from Forests,Americas,CO2,Net Forest conversion,2016,kt,1298330.214
Emissions from Forests,Americas,CO2,Net Forest conversion,2017,kt,1298330.214
Emissions from Forests,Americas,CO2,Net Forest conversion,2018,kt,1298330.214
Emissions from Forests,Americas,CO2,Net Forest conversion,2019,kt,1298330.214
Emissions from Forests,Americas,CO2,Net Forest conversion,2020,kt,1298330.214
Emissions from Forests,Americas,CO2,Net Forest conversion,2021,kt,1298330.214
Emissions from Forests,Americas,CO2,Net Forest conversion,2022,kt,1298330.214
Emissions from Forests,Americas,CO2,Net Forest conversion,2023,kt,1298330.214
Emissions from Forests,Asia,CO2,Forestland,1990,kt,-1315765.817
Emissions from Forests,Asia,CO2,Forestland,1991,kt,-1315765.817
Emissions from Forests,Asia,CO2,Forestland,1992,kt,-1338436.169
Emissions from Forests,Asia,CO2,Forestland,1993,kt,-1338436.169
Emissions from Forests,Asia,CO2,Forestland,1994,kt,-1338436.169
Emissions from Forests,Asia,CO2,Forestland,1995,kt,-1338436.169
Emissions from Forests,Asia,CO2,Forestland,1996,kt,-1338436.169
Emissions from Forests,Asia,CO2,Forestland,1997,kt,-1338436.169
Emissions from Forests,Asia,CO2,Forestland,1998,kt,-1338436.169
Emissions from Forests,Asia,CO2,Forestland,1999,kt,-1338436.169
Emissions from Forests,Asia,CO2,Forestland,2000,kt,-1338436.169
Emissions from Forests,Asia,CO2,Forestland,2001,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2002,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2003,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2004,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2005,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2006,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2007,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2008,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2009,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2010,kt,-690813.5631
Emissions from Forests,Asia,CO2,Forestland,2011,kt,-1250381.046
Emissions from Forests,Asia,CO2,Forestland,2012,kt,-1250381.046
Emissions from Forests,Asia,CO2,Forestland,2013,kt,-1250381.046
Emissions from Forests,Asia,CO2,Forestland,2014,kt,-1250381.046
Emissions from Forests,Asia,CO2,Forestland,2015,kt,-1250381.046
Emissions from Forests,Asia,CO2,Forestland,2016,kt,-840639.2051
Emissions from Forests,Asia,CO2,Forestland,2017,kt,-840639.2051
Emissions from Forests,Asia,CO2,Forestland,2018,kt,-840639.2051
Emissions from Forests,Asia,CO2,Forestland,2019,kt,-840639.2051
Emissions from Forests,Asia,CO2,Forestland,2020,kt,-840639.2051
Emissions from Forests,Asia,CO2,Forestland,2021,kt,-840639.2051
Emissions from Forests,Asia,CO2,Forestland,2022,kt,-840639.2051
Emissions from Forests,Asia,CO2,Forestland,2023,kt,-840639.2051
Emissions from Forests,Asia,CO2,Net Forest conversion,1990,kt,969913.0558
Emissions from Forests,Asia,CO2,Net Forest conversion,1991,kt,969913.0558
Emissions from Forests,Asia,CO2,Net Forest conversion,1992,kt,970262.0487
Emissions from Forests,Asia,CO2,Net Forest conversion,1993,kt,970262.0487
Emissions from Forests,Asia,CO2,Net Forest conversion,1994,kt,970262.0487
Emissions from Forests,Asia,CO2,Net Forest conversion,1995,kt,970262.0487
Emissions from Forests,Asia,CO2,Net Forest conversion,1996,kt,970262.0487
Emissions from Forests,Asia,CO2,Net Forest conversion,1997,kt,970262.0487
Emissions from Forests,Asia,CO2,Net Forest conversion,1998,kt,970262.0487
Emissions from Forests,Asia,CO2,Net Forest conversion,1999,kt,970262.0487
Emissions from Forests,Asia,CO2,Net Forest conversion,2000,kt,970262.0487
Emissions from Forests,Asia,CO2,Net Forest conversion,2001,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2002,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2003,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2004,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2005,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2006,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2007,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2008,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2009,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2010,kt,301051.4738
Emissions from Forests,Asia,CO2,Net Forest conversion,2011,kt,626773.3303
Emissions from Forests,Asia,CO2,Net Forest conversion,2012,kt,626773.3303
Emissions from Forests,Asia,CO2,Net Forest conversion,2013,kt,626773.3303
Emissions from Forests,Asia,CO2,Net Forest conversion,2014,kt,626773.3303
Emissions from Forests,Asia,CO2,Net Forest conversion,2015,kt,626773.3303
Emissions from Forests,Asia,CO2,Net Forest conversion,2016,kt,407459.338
Emissions from Forests,Asia,CO2,Net Forest conversion,2017,kt,407459.338
Emissions from Forests,Asia,CO2,Net Forest conversion,2018,kt,407459.338
Emissions from Forests,Asia,CO2,Net Forest conversion,2019,kt,407459.338
Emissions from Forests,Asia,CO2,Net Forest conversion,2020,kt,407459.338
Emissions from Forests,Asia,CO2,Net Forest conversion,2021,kt,407459.338
Emissions from Forests,Asia,CO2,Net Forest conversion,2022,kt,407459.338
Emissions from Forests,Asia,CO2,Net Forest conversion,2023,kt,407459.338
Emissions from Forests,Europe,CO2,Forestland,1990,kt,-1001104.473
Emissions from Forests,Europe,CO2,Forestland,1991,kt,-1001104.473
Emissions from Forests,Europe,CO2,Forestland,1992,kt,-978434.1212
Emissions from Forests,Europe,CO2,Forestland,1993,kt,-978434.1212
Emissions from Forests,Europe,CO2,Forestland,1994,kt,-978434.1212
Emissions from Forests,Europe,CO2,Forestland,1995,kt,-978434.1212
Emissions from Forests,Europe,CO2,Forestland,1996,kt,-978434.1212
Emissions from Forests,Europe,CO2,Forestland,1997,kt,-978434.1212
Emissions from Forests,Europe,CO2,Forestland,1998,kt,-978434.1212
Emissions from Forests,Europe,CO2,Forestland,1999,kt,-978434.1212
Emissions from Forests,Europe,CO2,Forestland,2000,kt,-978434.1212
Emissions from Forests,Europe,CO2,Forestland,2001,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2002,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2003,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2004,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2005,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2006,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2007,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2008,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2009,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2010,kt,-1408372.369
Emissions from Forests,Europe,CO2,Forestland,2011,kt,-1528836.057
Emissions from Forests,Europe,CO2,Forestland,2012,kt,-1528836.057
Emissions from Forests,Europe,CO2,Forestland,2013,kt,-1528836.057
Emissions from Forests,Europe,CO2,Forestland,2014,kt,-1528836.057
Emissions from Forests,Europe,CO2,Forestland,2015,kt,-1528836.057
Emissions from Forests,Europe,CO2,Forestland,2016,kt,-1073371.075
Emissions from Forests,Europe,CO2,Forestland,2017,kt,-1073371.075
Emissions from Forests,Europe,CO2,Forestland,2018,kt,-1073371.075
Emissions from Forests,Europe,CO2,Forestland,2019,kt,-1073371.075
Emissions from Forests,Europe,CO2,Forestland,2020,kt,-1073371.075
Emissions from Forests,Europe,CO2,Forestland,2021,kt,-1073371.075
Emissions from Forests,Europe,CO2,Forestland,2022,kt,-1073371.075
Emissions from Forests,Europe,CO2,Forestland,2023,kt,-1073371.075
Emissions from Forests,Europe,CO2,Net Forest conversion,1990,kt,88376.4522
Emissions from Forests,Europe,CO2,Net Forest conversion,1991,kt,88376.4522
Emissions from Forests,Europe,CO2,Net Forest conversion,1992,kt,88027.4593
Emissions from Forests,Europe,CO2,Net Forest conversion,1993,kt,88027.4593
Emissions from Forests,Europe,CO2,Net Forest conversion,1994,kt,88027.4593
Emissions from Forests,Europe,CO2,Net Forest conversion,1995,kt,88027.4593
Emissions from Forests,Europe,CO2,Net Forest conversion,1996,kt,88027.4593
Emissions from Forests,Europe,CO2,Net Forest conversion,1997,kt,88027.4593
Emissions from Forests,Europe,CO2,Net Forest conversion,1998,kt,88027.4593
Emissions from Forests,Europe,CO2,Net Forest conversion,1999,kt,88027.4593
Emissions from Forests,Europe,CO2,Net Forest conversion,2000,kt,88027.4593
Emissions from Forests,Europe,CO2,Net Forest conversion,2001,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2002,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2003,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2004,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2005,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2006,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2007,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2008,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2009,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2010,kt,68774.0934
Emissions from Forests,Europe,CO2,Net Forest conversion,2011,kt,67596.2047
Emissions from Forests,Europe,CO2,Net Forest conversion,2012,kt,67596.2047
Emissions from Forests,Europe,CO2,Net Forest conversion,2013,kt,67596.2047
Emissions from Forests,Europe,CO2,Net Forest conversion,2014,kt,67596.2047
Emissions from Forests,Europe,CO2,Net Forest conversion,2015,kt,67596.2047
Emissions from Forests,Europe,CO2,Net Forest conversion,2016,kt,82868.6913
Emissions from Forests,Europe,CO2,Net Forest conversion,2017,kt,82868.6913
Emissions from Forests,Europe,CO2,Net Forest conversion,2018,kt,82868.6913
Emissions from Forests,Europe,CO2,Net Forest conversion,2019,kt,82868.6913
Emissions from Forests,Europe,CO2,Net Forest conversion,2020,kt,82868.6913
Emissions from Forests,Europe,CO2,Net Forest conversion,2021,kt,82868.6913
Emissions from Forests,Europe,CO2,Net Forest conversion,2022,kt,82868.6913
Emissions from Forests,Europe,CO2,Net Forest conversion,2023,kt,82868.6913
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1990,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1991,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1992,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1993,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1994,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1995,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1996,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1997,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1998,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,1999,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2000,kt,-38756.0263
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2001,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2002,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2003,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2004,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2005,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2006,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2007,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2008,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2009,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2010,kt,-65586.1393
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2011,kt,-50118.6362
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2012,kt,-50118.6362
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2013,kt,-50118.6362
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2014,kt,-50118.6362
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2015,kt,-50118.6362
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2016,kt,-15126.2765
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2017,kt,-15126.2765
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2018,kt,-15126.2765
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2019,kt,-15126.2765
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2020,kt,-15126.2765
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2021,kt,-15126.2765
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2022,kt,-15126.2765
Emissions from Forests,Australia and New Zealand,CO2,Forestland,2023,kt,-15126.2765
Emissions from Forests,Australia and New Zealand,CO2,Net Forest conversion,1990,kt,59574.08
Emissions from Forests,Australia and New Zealand,CO2,Net Forest conversion,1991,kt,59574.08
Emissions from Forests,Australia and New Zealand,CO2,Net Forest conversion,1992,kt,59574.08
Emissions from Forests,Australia and New Zealand,CO2,Net Forest conversion,1993,kt,59574.08
Emissions from Forests,Australia and New Zealand,CO2,Net Forest conversion,1994,kt,59574.08
Emissions from Forests,Australia and New Zealand,CO2,Net Forest conversion,1995,kt,59574.08
Emissions from Forests,Australia and New Zealand,CO2,Net Forest conversion,1996,kt,59574.08
