Domain,Area,Emissions,Source,Year,Unit,Value
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2003,kt,87.5999
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2004,kt,77.3061
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2005,kt,83.9383
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2006,kt,84.9003
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2007,kt,58.6099
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2008,kt,66.3732
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2009,kt,111.1088
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2010,kt,32.9595
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2011,kt,105.8171
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2012,kt,120.4386
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2013,kt,65.6047
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2014,kt,97.0081
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2015,kt,77.4212
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2016,kt,59.0892
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2017,kt,49.3003
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2018,kt,67.1631
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2019,kt,74.9071
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2020,kt,53.3026
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2021,kt,45.9702
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2022,kt,41.575
Emissions from Fires,Australia and New Zealand,CH4,Savanna,2023,kt,73.2062
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1990,kt,17.8617
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1991,kt,17.8617
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1992,kt,17.8617
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1993,kt,17.8617
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1994,kt,17.8617
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1995,kt,17.8617
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1996,kt,75.5196
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1997,kt,68.7991
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1998,kt,81.7141
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,1999,kt,124.6563
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2000,kt,71.1163
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2001,kt,4.6806
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2002,kt,6.6165
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2003,kt,4.0497
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2004,kt,1.9749
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2005,kt,1.4626
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2006,kt,3.4394
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2007,kt,1.1913
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2008,kt,1.3295
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2009,kt,4.4731
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2010,kt,0.8329
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2011,kt,3.1935
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2012,kt,6.7562
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2013,kt,4.4186
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2014,kt,2.5051
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2015,kt,4.1023
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2016,kt,2.0577
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2017,kt,2.1082
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2018,kt,2.9937
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2019,kt,10.3387
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2020,kt,3.5863
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2021,kt,1.2187
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2022,kt,0.6111
Emissions from Fires,Australia and New Zealand,CH4,Woody savanna,2023,kt,4.3812
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1990,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1991,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1992,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1993,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1994,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1995,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1996,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1997,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1998,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,1999,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2000,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2001,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2002,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2003,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2004,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2005,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2006,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2007,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2008,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2009,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2010,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2011,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2012,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2013,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2014,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2015,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2016,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2017,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2018,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2019,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2020,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2021,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2022,kt,0
Emissions from Fires,Australia and New Zealand,CH4,Fires in organic soils,2023,kt,0
Emissions from Livestock,World,CH4,Asses,1990,kt,21.389
Emissions from Livestock,World,CH4,Asses,1990,kt,474.4387
Emissions from Livestock,World,CH4,Asses,1991,kt,21.4732
Emissions from Livestock,World,CH4,Asses,1991,kt,475.6184
Emissions from Livestock,World,CH4,Asses,1992,kt,21.7083
Emissions from Livestock,World,CH4,Asses,1992,kt,479.6434
Emissions from Livestock,World,CH4,Asses,1993,kt,20.6269
Emissions from Livestock,World,CH4,Asses,1993,kt,455.8369
Emissions from Livestock,World,CH4,Asses,1994,kt,20.7702
Emissions from Livestock,World,CH4,Asses,1994,kt,458.9021
Emissions from Livestock,World,CH4,Asses,1995,kt,20.997
Emissions from Livestock,World,CH4,Asses,1995,kt,463.6961
Emissions from Livestock,World,CH4,Asses,1996,kt,20.5571
Emissions from Livestock,World,CH4,Asses,1996,kt,454.0944
Emissions from Livestock,World,CH4,Asses,1997,kt,20.1168
Emissions from Livestock,World,CH4,Asses,1997,kt,444.9145
Emissions from Livestock,World,CH4,Asses,1998,kt,20.2406
Emissions from Livestock,World,CH4,Asses,1998,kt,447.3701
Emissions from Livestock,World,CH4,Asses,1999,kt,20.4863
Emissions from Livestock,World,CH4,Asses,1999,kt,452.7655
Emissions from Livestock,World,CH4,Asses,2000,kt,20.3925
Emissions from Livestock,World,CH4,Asses,2000,kt,450.8126
Emissions from Livestock,World,CH4,Asses,2001,kt,20.5975
Emissions from Livestock,World,CH4,Asses,2001,kt,455.3189
Emissions from Livestock,World,CH4,Asses,2002,kt,20.9019
Emissions from Livestock,World,CH4,Asses,2002,kt,461.5103
Emissions from Livestock,World,CH4,Asses,2003,kt,20.8141
Emissions from Livestock,World,CH4,Asses,2003,kt,459.6197
Emissions from Livestock,World,CH4,Asses,2004,kt,20.7807
Emissions from Livestock,World,CH4,Asses,2004,kt,458.8719
Emissions from Livestock,World,CH4,Asses,2005,kt,20.7705
Emissions from Livestock,World,CH4,Asses,2005,kt,458.735
Emissions from Livestock,World,CH4,Asses,2006,kt,20.9287
Emissions from Livestock,World,CH4,Asses,2006,kt,462.3189
Emissions from Livestock,World,CH4,Asses,2007,kt,20.9885
Emissions from Livestock,World,CH4,Asses,2007,kt,463.6121
Emissions from Livestock,World,CH4,Asses,2008,kt,20.5356
Emissions from Livestock,World,CH4,Asses,2008,kt,453.8241
Emissions from Livestock,World,CH4,Asses,2009,kt,19.9382
Emissions from Livestock,World,CH4,Asses,2009,kt,441.0844
Emissions from Livestock,World,CH4,Asses,2010,kt,19.759
Emissions from Livestock,World,CH4,Asses,2010,kt,437.2291
Emissions from Livestock,World,CH4,Asses,2011,kt,19.8337
Emissions from Livestock,World,CH4,Asses,2011,kt,438.9542
Emissions from Livestock,World,CH4,Asses,2012,kt,23.3458
Emissions from Livestock,World,CH4,Asses,2012,kt,518.3832
Emissions from Livestock,World,CH4,Asses,2013,kt,23.3509
Emissions from Livestock,World,CH4,Asses,2013,kt,518.6025
Emissions from Livestock,World,CH4,Asses,2014,kt,23.5543
Emissions from Livestock,World,CH4,Asses,2014,kt,523.0712
Emissions from Livestock,World,CH4,Asses,2015,kt,24.8605
Emissions from Livestock,World,CH4,Asses,2015,kt,552.6732
Emissions from Livestock,World,CH4,Asses,2016,kt,25.0836
Emissions from Livestock,World,CH4,Asses,2016,kt,557.7953
Emissions from Livestock,World,CH4,Asses,2017,kt,24.9201
Emissions from Livestock,World,CH4,Asses,2017,kt,554.5853
Emissions from Livestock,World,CH4,Asses,2018,kt,25.148
Emissions from Livestock,World,CH4,Asses,2018,kt,558.6486
Emissions from Livestock,World,CH4,Asses,2019,kt,25.5105
Emissions from Livestock,World,CH4,Asses,2019,kt,566.6267
Emissions from Livestock,World,CH4,Asses,2020,kt,26.0239
Emissions from Livestock,World,CH4,Asses,2020,kt,578.1385
Emissions from Livestock,World,CH4,Asses,2021,kt,25.7461
Emissions from Livestock,World,CH4,Asses,2021,kt,572.3289
Emissions from Livestock,World,CH4,Asses,2022,kt,25.5556
Emissions from Livestock,World,CH4,Asses,2022,kt,568.1717
Emissions from Livestock,World,CH4,Buffalo,1990,kt,168.7933
Emissions from Livestock,World,CH4,Buffalo,1990,kt,8730.1985
Emissions from Livestock,World,CH4,Buffalo,1991,kt,169.7281
Emissions from Livestock,World,CH4,Buffalo,1991,kt,8821.4098
Emissions from Livestock,World,CH4,Buffalo,1992,kt,172.2526
Emissions from Livestock,World,CH4,Buffalo,1992,kt,8988.1412
Emissions from Livestock,World,CH4,Buffalo,1993,kt,173.6514
Emissions from Livestock,World,CH4,Buffalo,1993,kt,9083.0262
Emissions from Livestock,World,CH4,Buffalo,1994,kt,176.2063
Emissions from Livestock,World,CH4,Buffalo,1994,kt,9219.9282
Emissions from Livestock,World,CH4,Buffalo,1995,kt,178.3953
Emissions from Livestock,World,CH4,Buffalo,1995,kt,9345.388
Emissions from Livestock,World,CH4,Buffalo,1996,kt,178.1447
Emissions from Livestock,World,CH4,Buffalo,1996,kt,9391.1059
Emissions from Livestock,World,CH4,Buffalo,1997,kt,172.4715
Emissions from Livestock,World,CH4,Buffalo,1997,kt,9277.7306
Emissions from Livestock,World,CH4,Buffalo,1998,kt,177.54
Emissions from Livestock,World,CH4,Buffalo,1998,kt,9482.1649
Emissions from Livestock,World,CH4,Buffalo,1999,kt,178.5059
Emissions from Livestock,World,CH4,Buffalo,1999,kt,9579.7122
Emissions from Livestock,World,CH4,Buffalo,2000,kt,180.0725
Emissions from Livestock,World,CH4,Buffalo,2000,kt,9698.8991
Emissions from Livestock,World,CH4,Buffalo,2001,kt,181.696
Emissions from Livestock,World,CH4,Buffalo,2001,kt,9820.4277
Emissions from Livestock,World,CH4,Buffalo,2002,kt,184.1665
Emissions from Livestock,World,CH4,Buffalo,2002,kt,9966.9452
Emissions from Livestock,World,CH4,Buffalo,2003,kt,186.9285
Emissions from Livestock,World,CH4,Buffalo,2003,kt,10131.4585
Emissions from Livestock,World,CH4,Buffalo,2004,kt,188.866
Emissions from Livestock,World,CH4,Buffalo,2004,kt,10282.4615
Emissions from Livestock,World,CH4,Buffalo,2005,kt,191.484
Emissions from Livestock,World,CH4,Buffalo,2005,kt,10461.449
Emissions from Livestock,World,CH4,Buffalo,2006,kt,194.9427
Emissions from Livestock,World,CH4,Buffalo,2006,kt,10679.31
Emissions from Livestock,World,CH4,Buffalo,2007,kt,198.3757
Emissions from Livestock,World,CH4,Buffalo,2007,kt,10884.9001
Emissions from Livestock,World,CH4,Buffalo,2008,kt,200.1452
Emissions from Livestock,World,CH4,Buffalo,2008,kt,10986.5718
Emissions from Livestock,World,CH4,Buffalo,2009,kt,213.6983
Emissions from Livestock,World,CH4,Buffalo,2009,kt,11460.7307
Emissions from Livestock,World,CH4,Buffalo,2010,kt,213.0568
Emissions from Livestock,World,CH4,Buffalo,2010,kt,11456.8213
Emissions from Livestock,World,CH4,Buffalo,2011,kt,212.1636
Emissions from Livestock,World,CH4,Buffalo,2011,kt,11538.3854
Emissions from Livestock,World,CH4,Buffalo,2012,kt,212.6239
Emissions from Livestock,World,CH4,Buffalo,2012,kt,11614.7629
Emissions from Livestock,World,CH4,Buffalo,2013,kt,211.819
Emissions from Livestock,World,CH4,Buffalo,2013,kt,11642.2313
Emissions from Livestock,World,CH4,Buffalo,2014,kt,212.9722
Emissions from Livestock,World,CH4,Buffalo,2014,kt,11724.9467
Emissions from Livestock,World,CH4,Buffalo,2015,kt,214.1826
Emissions from Livestock,World,CH4,Buffalo,2015,kt,11806.7617
Emissions from Livestock,World,CH4,Buffalo,2016,kt,215.5009
Emissions from Livestock,World,CH4,Buffalo,2016,kt,11881.6881
Emissions from Livestock,World,CH4,Buffalo,2017,kt,215.5655
Emissions from Livestock,World,CH4,Buffalo,2017,kt,11918.2249
Emissions from Livestock,World,CH4,Buffalo,2018,kt,213.5142
Emissions from Livestock,World,CH4,Buffalo,2018,kt,11892.263
Emissions from Livestock,World,CH4,Buffalo,2019,kt,211.8992
Emissions from Livestock,World,CH4,Buffalo,2019,kt,11868.4093
Emissions from Livestock,World,CH4,Buffalo,2020,kt,211.9729
Emissions from Livestock,World,CH4,Buffalo,2020,kt,11904.4738
Emissions from Livestock,World,CH4,Buffalo,2021,kt,214.0813
Emissions from Livestock,World,CH4,Buffalo,2021,kt,12073.0708
Emissions from Livestock,World,CH4,Buffalo,2022,kt,214.9086
Emissions from Livestock,World,CH4,Buffalo,2022,kt,12148.4035
Emissions from Livestock,World,CH4,Camels,1990,kt,16.3265
Emissions from Livestock,World,CH4,Camels,1990,kt,955.606
Emissions from Livestock,World,CH4,Camels,1991,kt,16.6261
Emissions from Livestock,World,CH4,Camels,1991,kt,973.205
Emissions from Livestock,World,CH4,Camels,1992,kt,16.4782
Emissions from Livestock,World,CH4,Camels,1992,kt,962.5232
Emissions from Livestock,World,CH4,Camels,1993,kt,16.2498
Emissions from Livestock,World,CH4,Camels,1993,kt,949.7697
Emissions from Livestock,World,CH4,Camels,1994,kt,16.51
Emissions from Livestock,World,CH4,Camels,1994,kt,965.1064
Emissions from Livestock,World,CH4,Camels,1995,kt,16.7872
Emissions from Livestock,World,CH4,Camels,1995,kt,981.3923
Emissions from Livestock,World,CH4,Camels,1996,kt,16.7868
Emissions from Livestock,World,CH4,Camels,1996,kt,981.6261
Emissions from Livestock,World,CH4,Camels,1997,kt,16.953
Emissions from Livestock,World,CH4,Camels,1997,kt,991.5168
Emissions from Livestock,World,CH4,Camels,1998,kt,17.333
Emissions from Livestock,World,CH4,Camels,1998,kt,1013.8853
Emissions from Livestock,World,CH4,Camels,1999,kt,17.9174
Emissions from Livestock,World,CH4,Camels,1999,kt,1048.1824
Emissions from Livestock,World,CH4,Camels,2000,kt,18.1456
Emissions from Livestock,World,CH4,Camels,2000,kt,1061.7711
Emissions from Livestock,World,CH4,Camels,2001,kt,18.5684
Emissions from Livestock,World,CH4,Camels,2001,kt,1086.5848
Emissions from Livestock,World,CH4,Camels,2002,kt,18.9857
Emissions from Livestock,World,CH4,Camels,2002,kt,1111.3044
Emissions from Livestock,World,CH4,Camels,2003,kt,19.5191
Emissions from Livestock,World,CH4,Camels,2003,kt,1142.6859
Emissions from Livestock,World,CH4,Camels,2004,kt,20.3109
Emissions from Livestock,World,CH4,Camels,2004,kt,1188.9845
Emissions from Livestock,World,CH4,Camels,2005,kt,20.6319
Emissions from Livestock,World,CH4,Camels,2005,kt,1208.0445
Emissions from Livestock,World,CH4,Camels,2006,kt,20.8688
Emissions from Livestock,World,CH4,Camels,2006,kt,1221.7575
Emissions from Livestock,World,CH4,Camels,2007,kt,23.1722
Emissions from Livestock,World,CH4,Camels,2007,kt,1355.6004
Emissions from Livestock,World,CH4,Camels,2008,kt,24.1942
Emissions from Livestock,World,CH4,Camels,2008,kt,1415.1012
Emissions from Livestock,World,CH4,Camels,2009,kt,24.0613
Emissions from Livestock,World,CH4,Camels,2009,kt,1407.814
Emissions from Livestock,World,CH4,Camels,2010,kt,24.6175
Emissions from Livestock,World,CH4,Camels,2010,kt,1440.1971
Emissions from Livestock,World,CH4,Camels,2011,kt,25.0372
Emissions from Livestock,World,CH4,Camels,2011,kt,1464.8414
Emissions from Livestock,World,CH4,Camels,2012,kt,25.2776
Emissions from Livestock,World,CH4,Camels,2012,kt,1479.1017
Emissions from Livestock,World,CH4,Camels,2013,kt,25.9729
Emissions from Livestock,World,CH4,Camels,2013,kt,1519.8375
Emissions from Livestock,World,CH4,Camels,2014,kt,26.6426
Emissions from Livestock,World,CH4,Camels,2014,kt,1559.191
Emissions from Livestock,World,CH4,Camels,2015,kt,27.3503
Emissions from Livestock,World,CH4,Camels,2015,kt,1600.5352
Emissions from Livestock,World,CH4,Camels,2016,kt,28.0838
Emissions from Livestock,World,CH4,Camels,2016,kt,1643.4059
Emissions from Livestock,World,CH4,Camels,2017,kt,29.0425
Emissions from Livestock,World,CH4,Camels,2017,kt,1699.412
Emissions from Livestock,World,CH4,Camels,2018,kt,29.8296
Emissions from Livestock,World,CH4,Camels,2018,kt,1745.4125
Emissions from Livestock,World,CH4,Camels,2019,kt,31.7724
Emissions from Livestock,World,CH4,Camels,2019,kt,1858.4086
Emissions from Livestock,World,CH4,Camels,2020,kt,32.8041
Emissions from Livestock,World,CH4,Camels,2020,kt,1919.2339
Emissions from Livestock,World,CH4,Camels,2021,kt,33.4556
Emissions from Livestock,World,CH4,Camels,2021,kt,1957.4209
Emissions from Livestock,World,CH4,Camels,2022,kt,34.6039
Emissions from Livestock,World,CH4,Camels,2022,kt,2024.77
Emissions from Livestock,World,CH4,"Cattle, dairy",1990,kt,450.2046
Emissions from Livestock,World,CH4,"Cattle, dairy",1990,kt,20147.5531
Emissions from Livestock,World,CH4,"Cattle, dairy",1991,kt,445.8007
Emissions from Livestock,World,CH4,"Cattle, dairy",1991,kt,19906.6023
Emissions from Livestock,World,CH4,"Cattle, dairy",1992,kt,438.1249
Emissions from Livestock,World,CH4,"Cattle, dairy",1992,kt,19339.4906
Emissions from Livestock,World,CH4,"Cattle, dairy",1993,kt,434.1506
Emissions from Livestock,World,CH4,"Cattle, dairy",1993,kt,19113.9996
Emissions from Livestock,World,CH4,"Cattle, dairy",1994,kt,438.6453
Emissions from Livestock,World,CH4,"Cattle, dairy",1994,kt,19245.1995
Emissions from Livestock,World,CH4,"Cattle, dairy",1995,kt,436.9564
Emissions from Livestock,World,CH4,"Cattle, dairy",1995,kt,19141.7948
Emissions from Livestock,World,CH4,"Cattle, dairy",1996,kt,432.3135
Emissions from Livestock,World,CH4,"Cattle, dairy",1996,kt,18901.586
Emissions from Livestock,World,CH4,"Cattle, dairy",1997,kt,430.2245
Emissions from Livestock,World,CH4,"Cattle, dairy",1997,kt,18753.1734
Emissions from Livestock,World,CH4,"Cattle, dairy",1998,kt,429.7547
Emissions from Livestock,World,CH4,"Cattle, dairy",1998,kt,18613.9725
Emissions from Livestock,World,CH4,"Cattle, dairy",1999,kt,430.3695
Emissions from Livestock,World,CH4,"Cattle, dairy",1999,kt,18568.7803
Emissions from Livestock,World,CH4,"Cattle, dairy",2000,kt,430.2627
Emissions from Livestock,World,CH4,"Cattle, dairy",2000,kt,18439.9522
Emissions from Livestock,World,CH4,"Cattle, dairy",2001,kt,434.69
Emissions from Livestock,World,CH4,"Cattle, dairy",2001,kt,18517.5347
Emissions from Livestock,World,CH4,"Cattle, dairy",2002,kt,436.0284
Emissions from Livestock,World,CH4,"Cattle, dairy",2002,kt,18625.4174
Emissions from Livestock,World,CH4,"Cattle, dairy",2003,kt,449.0162
Emissions from Livestock,World,CH4,"Cattle, dairy",2003,kt,18926.0515
Emissions from Livestock,World,CH4,"Cattle, dairy",2004,kt,453.9684
Emissions from Livestock,World,CH4,"Cattle, dairy",2004,kt,19068.5278
Emissions from Livestock,World,CH4,"Cattle, dairy",2005,kt,455.7276
Emissions from Livestock,World,CH4,"Cattle, dairy",2005,kt,19135.848
Emissions from Livestock,World,CH4,"Cattle, dairy",2006,kt,463.8801
Emissions from Livestock,World,CH4,"Cattle, dairy",2006,kt,19353.8736
Emissions from Livestock,World,CH4,"Cattle, dairy",2007,kt,473.444
Emissions from Livestock,World,CH4,"Cattle, dairy",2007,kt,19694.5326
Emissions from Livestock,World,CH4,"Cattle, dairy",2008,kt,477.8546
Emissions from Livestock,World,CH4,"Cattle, dairy",2008,kt,19857.7988
Emissions from Livestock,World,CH4,"Cattle, dairy",2009,kt,490.8099
Emissions from Livestock,World,CH4,"Cattle, dairy",2009,kt,20225.2215
Emissions from Livestock,World,CH4,"Cattle, dairy",2010,kt,492.2553
Emissions from Livestock,World,CH4,"Cattle, dairy",2010,kt,20311.161
Emissions from Livestock,World,CH4,"Cattle, dairy",2011,kt,497.169
Emissions from Livestock,World,CH4,"Cattle, dairy",2011,kt,20407.9248
Emissions from Livestock,World,CH4,"Cattle, dairy",2012,kt,505.0894
Emissions from Livestock,World,CH4,"Cattle, dairy",2012,kt,20706.0562
Emissions from Livestock,World,CH4,"Cattle, dairy",2013,kt,506.7607
Emissions from Livestock,World,CH4,"Cattle, dairy",2013,kt,20745.8355
Emissions from Livestock,World,CH4,"Cattle, dairy",2014,kt,512.4401
Emissions from Livestock,World,CH4,"Cattle, dairy",2014,kt,20976.2706
Emissions from Livestock,World,CH4,"Cattle, dairy",2015,kt,506.4409
Emissions from Livestock,World,CH4,"Cattle, dairy",2015,kt,20704.6782
Emissions from Livestock,World,CH4,"Cattle, dairy",2016,kt,511.3831
Emissions from Livestock,World,CH4,"Cattle, dairy",2016,kt,20926.5168
Emissions from Livestock,World,CH4,"Cattle, dairy",2017,kt,503.5659
Emissions from Livestock,World,CH4,"Cattle, dairy",2017,kt,20638.8628
Emissions from Livestock,World,CH4,"Cattle, dairy",2018,kt,497.3787
Emissions from Livestock,World,CH4,"Cattle, dairy",2018,kt,20456.7208
Emissions from Livestock,World,CH4,"Cattle, dairy",2019,kt,497.9522
Emissions from Livestock,World,CH4,"Cattle, dairy",2019,kt,20498.657
Emissions from Livestock,World,CH4,"Cattle, dairy",2020,kt,501.185
Emissions from Livestock,World,CH4,"Cattle, dairy",2020,kt,20712.2909
Emissions from Livestock,World,CH4,"Cattle, dairy",2021,kt,499.924
Emissions from Livestock,World,CH4,"Cattle, dairy",2021,kt,20552.3021
Emissions from Livestock,World,CH4,"Cattle, dairy",2022,kt,502.486
Emissions from Livestock,World,CH4,"Cattle, dairy",2022,kt,20616.954
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1990,kt,1448.999
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1990,kt,50856.3793
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1991,kt,1459.4075
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1991,kt,51081.9872
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1992,kt,1475.8062
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1992,kt,51108.9504
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1993,kt,1480.701
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1993,kt,51132.4879
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1994,kt,1497.092
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1994,kt,51527.4622
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1995,kt,1514.0787
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1995,kt,51805.0746
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1996,kt,1525.2788
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1996,kt,51958.3487
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1997,kt,1493.4203
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1997,kt,50847.5111
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1998,kt,1497.1571
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1998,kt,50721.044
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1999,kt,1503.658
Emissions from Livestock,World,CH4,"Cattle, non-dairy",1999,kt,50689.385
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2000,kt,1511.7467
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2000,kt,50954.9558
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2001,kt,1511.6848
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2001,kt,50912.1205
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2002,kt,1529.681
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2002,kt,51456.5906
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2003,kt,1539.6132
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2003,kt,51910.2398
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2004,kt,1552.1352
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2004,kt,52390.4994
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2005,kt,1567.0304
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2005,kt,52797.8897
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2006,kt,1576.0225
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2006,kt,53193.9152
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2007,kt,1580.1346
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2007,kt,53195.4263
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2008,kt,1597.2994
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2008,kt,53573.5446
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2009,kt,1578.2753
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2009,kt,52950.159
Emissions from Livestock,World,CH4,"Cattle, non-dairy",2010,kt,1577.5771
